word;total;ge_std;co_std;male;female;unknown;ar;cl;co;es;mx;pe;ve
holaa;590;274.848;153.900;42;34;514;38;19;24;433;20;29;27
jode;560;78.818;58.166;218;97;245;108;11;35;152;19;140;95
crees;1871;231.927;78.665;765;356;750;159;172;236;321;359;307;317
@partidopsuv;768;238.199;285.886;531;114;123;0;9;0;0;0;1;758
hace;30561;3206.196;728.394;12071;6485;12005;5937;3848;4410;4166;3778;4286;4136
orquesta;596;154.014;76.130;170;61;365;14;64;241;77;48;35;117
gobernador;1177;272.140;235.269;353;142;682;139;24;184;23;121;7;679
tarea;1295;146.432;183.188;398;305;592;117;89;136;45;590;167;151
felicidades;5402;576.522;542.383;2292;1166;1944;295;529;393;1593;1468;352;772
@alejandrosanz;873;358.233;249.908;702;126;45;4;7;14;681;7;22;138
dolor;4216;450.693;113.770;1201;1093;1922;720;432;715;520;513;634;682
aja;956;128.048;147.794;399;171;386;30;17;268;22;105;107;407
crear;1193;162.903;74.364;521;213;459;80;128;186;230;139;130;300
partir;2196;355.861;137.942;869;328;999;243;238;264;585;257;195;414
belen;583;109.500;104.736;262;68;253;123;37;50;306;23;33;11
saquen;629;91.106;38.602;277;106;246;95;84;63;37;160;81;109
rosa;2022;261.513;76.132;671;414;937;170;336;248;275;249;348;396
veces;12036;1158.480;266.628;4457;2697;4882;1765;1209;1617;1879;2058;1828;1680
al;102226;13727.980;1620.451;44012;18411;39803;15166;13873;13564;15713;12758;13666;17486
(:;1242;43.347;181.552;364;437;441;13;131;25;158;488;365;62
12;4952;752.568;116.939;2029;784;2139;771;606;753;772;624;548;878
ideal;1224;186.631;52.604;493;194;537;211;189;138;211;108;121;246
robaron;600;61.798;54.999;247;130;223;121;78;94;16;44;63;184
ultimas;2899;434.951;218.753;1281;470;1148;658;382;350;758;129;282;340
telefono;1866;252.073;79.257;762;331;773;277;370;171;202;266;211;369
decision;1456;152.041;78.998;615;318;523;130;156;315;119;205;229;302
tomado;510;49.669;13.680;193;113;204;44;83;73;72;74;85;79
#manosalfuego;509;138.551;189.306;324;56;129;0;502;0;0;0;5;2
oposicion;1968;392.707;517.286;1079;303;586;101;58;131;147;22;59;1450
dejo;5229;621.279;135.429;2122;1026;2081;792;659;887;749;640;565;937
cn;768;97.872;72.090;171;234;363;182;171;19;113;23;77;183
na;1778;154.047;151.413;674;415;689;379;307;189;512;90;148;153
estomago;601;58.020;26.947;179;156;266;57;73;65;96;117;125;68
corazon;11377;894.537;613.804;3862;2865;4650;1458;904;2742;990;1703;1816;1764
calla;585;70.150;66.189;236;114;235;42;30;56;185;55;174;43
tv;3774;645.696;129.790;1841;564;1369;464;668;618;418;410;729;467
ma;1214;159.707;60.459;422;237;555;262;117;165;172;238;168;92
her;562;59.138;36.899;244;126;192;33;63;97;90;127;115;37
lo;190654;20513.378;3817.477;73052;40010;77592;30401;22017;28769;31413;23249;24716;30089
barinas;727;186.270;266.433;450;90;187;0;6;11;2;0;0;708
carita;515;30.746;20.735;151;157;207;93;86;57;70;65;101;43
entrega;1800;260.737;119.292;772;300;728;192;241;346;159;244;139;479
estilo;2398;354.810;149.870;989;390;1019;164;316;432;330;254;274;628
dia;75632;7173.307;779.753;28756;16955;29921;10611;11107;11393;10864;9726;9977;11954
programacion;636;76.688;56.070;233;127;276;21;76;160;171;47;66;95
#beer;555;67.134;47.678;259;128;168;28;155;36;57;68;79;132
adios;2707;248.118;82.024;1054;616;1037;318;408;348;526;423;409;275
mex;1603;275.408;566.331;777;235;591;8;3;13;42;1513;10;14
2;25680;3946.352;671.766;11139;4017;10524;3150;4180;2895;3637;3184;3816;4818
nuevas;2500;358.354;113.313;1000;422;1078;204;323;416;522;301;271;463
paseo;2406;366.332;186.135;1159;427;820;152;678;214;453;431;216;262
piscina;1028;129.747;129.539;485;231;312;26;373;96;270;21;123;119
registro;690;120.162;87.559;337;100;253;74;292;61;43;82;42;96
coger;549;62.746;80.442;212;111;226;57;4;91;246;86;45;20
sabado;10596;1683.416;323.775;3758;1747;5091;1506;1521;1414;2187;1156;1321;1491
#weekend;626;65.577;81.098;249;133;244;25;168;23;234;62;35;79
coche;784;87.843;153.259;337;165;282;17;15;26;434;182;52;58
volando;648;74.505;19.182;257;130;261;111;107;113;82;81;93;61
week;2424;447.496;157.093;1212;327;885;156;493;266;610;318;351;230
preguntan;691;64.166;20.990;225;169;297;89;80;120;72;130;95;105
mujer;7578;730.417;328.138;2801;1698;3079;840;766;1626;816;978;1144;1408
tuit;1214;167.025;68.903;540;218;456;147;103;128;189;288;240;119
violencia;1889;176.727;112.574;801;448;640;204;151;276;279;237;237;505
duelen;601;68.857;28.673;171;151;279;137;75;110;77;78;75;49
acaba;3233;349.660;156.324;1314;676;1243;343;294;416;756;468;565;391
verdadero;1510;196.739;69.586;641;278;591;134;168;280;164;217;216;331
constitucion;891;167.762;78.326;477;145;269;64;174;74;148;106;52;273
cantar;1510;145.747;42.224;463;382;665;221;261;259;158;191;247;173
jajajajaj;1930;193.985;136.538;671;437;822;518;412;239;240;195;167;159
desayunar;887;98.875;101.158;336;183;368;146;45;56;149;335;97;59
nooooo;599;34.819;31.288;170;191;238;115;114;86;38;94;105;47
vieron;833;95.191;56.545;295;175;363;224;117;121;32;126;96;117
pendejo;1166;191.040;145.137;481;169;516;161;54;120;12;462;173;184
duro;2741;392.888;190.800;1221;471;1049;295;205;659;565;198;278;541
q;72298;6733.205;4537.273;29001;16422;26875;12882;8535;9226;8273;3740;11316;18326
planeta;1613;112.758;197.755;460;667;486;135;138;676;157;145;160;202
falla;1280;293.943;172.129;383;157;740;57;111;99;216;92;556;149
tren;1162;136.324;94.069;509;240;413;204;118;66;286;277;157;54
viernes;13292;1885.050;354.197;4666;2439;6187;1843;2040;1887;1925;2087;1184;2326
matan;707;81.990;55.027;246;149;312;106;44;83;94;77;85;218
lorenzo;715;164.065;99.078;405;77;233;284;29;22;144;53;22;161
juventud;896;100.481;66.182;379;186;331;182;97;125;59;85;98;250
farc;798;216.072;258.667;513;173;112;27;12;700;11;5;6;37
caida;746;139.515;29.810;387;108;251;74;153;105;117;65;109;123
hablen;630;68.768;36.056;217;138;275;145;59;83;46;75;92;130
llegar;6561;569.656;59.047;2393;1543;2625;1008;978;906;941;953;951;824
@dolartoday;817;192.043;290.769;462;78;277;5;10;3;17;0;6;776
puerta;2222;292.439;104.077;907;403;912;376;194;227;490;254;300;381
positivo;680;106.397;20.161;307;106;267;100;101;100;105;58;91;125
regala;784;97.495;39.791;250;170;364;62;130;176;117;83;79;137
producto;1220;288.905;187.961;389;127;704;37;144;126;147;73;102;591
https://t.co/rr7hrhambx;562;324.471;212.416;0;0;562;0;0;0;562;0;0;0
tan;29909;2508.946;733.683;10068;7413;12428;4839;3746;5601;3472;4343;3859;4049
estrella;1494;211.454;65.243;717;295;482;153;315;205;261;255;146;159
pense;2862;258.459;163.324;1069;658;1135;597;584;334;151;414;494;288
escuche;1117;89.243;51.649;413;270;434;233;214;174;83;143;142;128
aguanto;689;49.803;62.094;236;177;276;230;51;98;88;95;86;41
#periscope;1419;137.568;199.178;613;338;468;235;70;91;114;636;101;172
desarrollo;1151;192.001;46.500;536;168;447;103;151;225;135;161;147;229
inbox;685;205.527;129.377;169;59;457;14;95;376;16;65;111;8
maduro;5077;779.494;1533.685;2342;828;1907;113;113;363;134;54;104;4196
aplica;546;85.913;51.588;237;83;226;31;52;96;25;175;68;99
@ricky_martin;534;220.429;142.169;83;21;430;398;15;23;41;26;13;18
famoso;574;72.968;16.763;248;109;217;100;86;88;53;74;73;100
traer;631;101.195;23.484;278;94;259;85;62;89;63;125;94;113
baby;1761;171.520;76.343;584;417;760;149;269;219;188;302;380;254
vamos;27088;3434.872;724.877;11825;5195;10068;4934;3987;4357;4273;2863;3449;3225
darme;1058;75.162;28.068;332;290;436;138;97;173;165;164;178;143
#photo;753;71.463;90.568;218;202;333;274;28;42;188;73;96;52
descansar;1820;203.117;75.022;741;373;706;164;370;270;288;327;200;201
exacto;1054;110.925;45.749;427;224;403;100;183;124;119;199;212;117
color;2985;427.361;93.922;938;599;1448;295;454;508;501;329;371;527
hincha;710;141.507;96.353;379;96;235;242;90;164;9;10;184;11
netflix;789;63.789;79.466;308;190;291;164;152;44;42;224;151;12
tuve;2034;191.157;118.203;707;474;853;491;370;196;146;314;308;209
hablando;3511;439.803;130.292;1330;673;1508;738;420;565;487;329;437;535
nosotros;6995;1084.759;447.002;2740;1102;3153;856;636;1049;1180;748;627;1899
recursos;880;92.241;78.228;395;215;270;50;117;167;104;72;88;282
#summer;1501;91.216;359.482;600;480;421;111;139;40;1022;24;134;31
medico;1404;160.726;64.355;607;292;505;145;255;114;178;257;172;283
muerto;2038;360.225;72.697;1006;293;739;279;319;189;311;293;229;418
coffee;946;116.079;171.216;413;187;346;25;104;37;87;167;505;21
#teamo;525;73.655;39.175;110;160;255;101;79;70;3;68;72;132
siguiendo;521;63.288;14.140;243;119;159;60;89;79;62;59;79;93
dieta;1448;112.167;64.123;508;360;580;206;224;135;161;267;307;148
bro;1020;261.260;82.160;572;57;391;115;100;165;96;98;122;324
conocimiento;661;117.356;38.135;294;85;282;45;77;125;94;78;80;162
reserva;848;166.872;86.424;232;147;469;73;111;144;292;39;142;47
absolutamente;600;52.374;22.581;246;143;211;115;118;75;85;60;67;80
creo;17491;1828.950;490.801;6739;3725;7027;2680;2651;1899;2638;2650;3189;1784
azucar;714;94.905;58.438;312;131;271;52;178;66;87;85;54;192
circo;709;97.905;33.584;309;125;275;63;97;124;85;70;110;160
vota;1387;233.432;203.018;653;202;532;206;99;167;176;56;46;637
sexual;562;91.500;35.645;279;96;187;53;80;99;57;72;151;50
#buenosaires;986;292.346;279.879;666;149;171;769;118;18;10;5;55;11
tarde;14073;1517.404;396.205;5437;2945;5691;2084;2074;1838;2828;1854;1781;1614
comenzamos;1083;188.460;88.758;413;152;518;64;187;117;336;104;154;121
senyorita;758;112.037;65.515;256;139;363;43;75;244;76;118;120;82
@panchoarias2012;640;320.469;241.897;43;14;583;0;0;0;0;0;0;640
country;511;65.210;33.744;244;120;147;55;40;86;39;68;135;88
queres;1072;154.212;373.922;348;208;516;1001;19;22;9;8;7;6
vuelo;967;157.500;24.956;480;165;322;105;165;149;120;170;117;141
#happiness;513;47.286;34.272;127;221;165;18;77;98;68;116;95;41
letras;1251;20.298;87.857;421;395;435;92;100;133;196;166;348;216
segun;3385;575.292;123.116;1614;493;1278;326;454;487;654;389;434;641
8;6890;866.464;117.052;2832;1297;2761;1052;877;920;1023;857;967;1194
comun;1405;62.067;56.688;525;402;478;157;150;175;193;201;319;210
lados;1145;159.976;60.354;478;197;470;261;213;108;83;151;174;155
#arte;1386;300.282;219.672;487;150;749;100;243;76;672;83;42;170
sobra;658;54.647;37.903;259;157;242;99;54;97;173;76;79;80
periodistas;1052;186.162;54.052;551;183;318;193;109;195;147;49;183;176
jal;2390;673.889;889.249;1537;219;634;2;1;19;2;2358;8;0
ramos;1103;233.967;135.091;575;114;414;196;88;80;187;35;84;433
rincon;800;122.513;41.411;324;126;350;57;126;74;138;152;88;165
llena;2598;199.547;100.149;871;664;1063;348;293;541;286;360;293;477
partes;845;122.411;34.471;340;141;364;67;130;132;132;92;116;176
igualmente;862;100.808;81.046;367;174;321;138;107;45;189;264;43;76
tmb;579;74.505;85.601;183;124;272;237;27;22;43;96;153;1
ventas;561;112.410;35.536;313;97;151;21;112;90;130;74;60;74
benitez;623;118.056;108.397;311;79;233;9;322;73;89;24;16;90
caen;749;96.158;23.523;327;142;280;149;101;85;90;116;86;122
instagram;2885;541.657;203.283;1213;340;1332;352;369;422;402;266;229;845
menudo;573;82.395;139.983;286;139;148;17;14;46;398;31;45;22
inseguridad;822;107.406;151.130;390;178;254;67;21;112;11;106;56;449
comision;577;98.805;28.331;306;127;144;49;97;52;67;83;126;103
my;10722;977.693;556.514;4394;2492;3836;663;1486;1392;1550;2310;2131;1190
confio;701;39.804;34.271;252;188;261;86;69;136;84;84;81;161
caido;527;76.501;38.698;252;99;176;45;59;67;153;39;70;94
favor;10007;1021.133;252.583;4036;2164;3807;1571;1223;1504;1225;1289;1284;1911
clinica;1713;146.503;224.995;557;432;724;37;616;128;74;186;509;163
#brasil2014;568;95.469;66.469;297;115;156;14;68;142;18;27;180;119
abrazos;1676;41.235;121.311;526;545;605;139;397;366;159;340;137;138
tendremos;866;148.008;53.758;313;130;423;54;129;117;165;119;70;212
tipico;1152;155.200;41.561;491;206;455;146;213;114;140;218;189;132
#chi;503;106.829;122.572;266;54;183;47;347;43;3;11;39;13
presenta;1682;355.309;112.469;533;220;929;98;197;240;391;157;207;392
leyendo;1185;83.072;48.706;454;300;431;201;177;125;247;162;175;98
conocen;745;97.618;30.391;261;145;339;98;89;112;67;164;96;119
grado;677;100.898;54.135;236;120;321;88;104;181;57;43;48;156
vidas;1016;102.807;47.302;378;222;416;107;90;213;129;131;139;207
acorde;912;89.011;75.223;338;203;371;184;242;74;39;185;121;67
terminan;563;48.952;25.422;224;132;207;127;60;83;46;78;90;79
estar;17969;1630.109;596.009;6322;4219;7428;3786;1831;2584;2373;2428;2611;2356
despierto;1099;180.428;61.044;469;158;472;280;132;98;124;160;184;121
romper;854;116.762;73.319;308;158;388;280;58;109;118;117;100;72
clase;5313;530.201;250.060;2043;1160;2110;548;552;616;1273;769;812;743
#gay;1018;288.119;182.059;531;8;479;28;396;34;89;15;33;423
demostrar;581;76.487;27.453;260;110;211;69;32;101;93;85;82;119
limites;620;76.540;22.307;265;120;235;77;70;105;88;79;70;131
borja;967;166.380;290.772;512;201;254;7;91;6;60;7;793;3
tendencia;718;102.011;42.594;307;122;289;65;65;101;100;66;162;159
probando;846;93.824;60.463;371;184;291;63;191;111;214;74;124;69
creatividad;593;109.258;27.998;189;93;311;47;85;133;106;70;68;84
35;737;115.171;21.492;320;113;304;123;96;90;146;94;87;101
joda;1508;215.709;294.008;529;275;704;858;32;225;37;29;160;167
ctm;1507;235.016;460.373;642;231;634;5;1241;0;1;13;236;11
things;567;38.000;37.758;227;151;189;30;62;72;106;127;122;48
examenes;943;37.978;102.225;296;289;358;34;185;55;320;158;149;42
salen;1679;216.373;38.933;663;311;705;256;158;261;259;248;225;272
argentino;919;174.749;165.545;471;123;325;498;139;68;33;35;82;64
yuc;971;347.132;360.857;700;16;255;0;0;0;12;957;0;2
llevas;687;63.592;59.876;239;161;287;96;39;83;224;107;78;60
aguascalientes;586;243.689;219.286;96;17;473;0;0;0;2;581;3;0
cuida;631;65.010;28.275;186;161;284;88;48;142;92;80;80;101
recuerden;984;195.394;98.470;383;111;490;43;225;266;26;137;64;223
carmen;1114;196.449;95.519;575;183;356;62;183;90;291;284;87;117
cada;18344;1737.297;649.453;6965;4116;7263;2434;1703;3185;2929;2180;2316;3597
will;1594;189.806;72.207;707;330;557;106;183;198;293;288;303;223
chocolate;2336;222.859;99.569;651;649;1036;293;351;179;515;352;332;314
armando;526;84.358;36.803;211;79;236;96;65;79;18;63;66;139
some;515;83.907;34.823;263;98;154;28;70;46;120;92;110;49
terroristas;555;187.933;47.433;400;52;103;25;107;112;84;25;52;150
usa;1960;326.623;108.405;820;277;863;240;239;223;195;235;317;511
esas;7081;679.434;242.633;2494;1624;2963;1028;695;1344;770;1271;899;1074
animales;1103;129.624;22.553;444;218;441;135;167;200;133;157;160;151
wifi;695;96.469;41.788;276;121;298;158;87;52;120;50;140;88
videoclip;750;188.510;111.151;266;54;430;16;45;50;333;43;97;166
progreso;771;111.301;71.832;379;161;231;39;100;234;50;93;73;182
#soundhound;638;273.603;189.999;526;21;91;1;77;517;1;2;39;1
amigas;2699;259.504;124.319;641;898;1160;642;313;357;273;427;382;305
amor;28651;2619.030;1357.159;8604;7536;12511;4303;2726;6252;2127;4854;4273;4116
tetas;546;101.237;38.393;155;97;294;151;70;77;89;22;66;71
#domingo;1086;154.298;45.234;474;186;426;110;150;162;240;111;134;179
respuesta;2471;402.063;103.284;1197;398;876;290;329;378;288;332;280;574
sucre;1058;183.794;261.716;563;223;272;0;22;300;3;2;39;692
here;1357;189.635;78.639;617;245;495;109;161;215;199;283;296;94
@econodigital;840;484.974;317.490;840;0;0;0;0;0;840;0;0;0
prensa;1689;334.510;67.396;899;230;560;133;224;241;305;181;298;307
penya;619;131.751;61.911;353;98;168;97;49;23;156;188;60;46
unicos;650;88.365;42.608;275;115;260;76;53;160;82;76;57;146
#instachile;1356;214.077;508.999;699;320;337;0;1348;1;0;0;7;0
iglesias;748;186.473;138.646;443;71;234;31;39;41;415;39;74;109
batalla;861;97.411;82.638;352;175;334;59;69;136;143;76;83;295
guardia;659;134.359;74.481;348;80;231;69;53;65;107;64;44;257
llegamos;1227;101.297;60.717;485;294;448;176;209;138;102;225;264;113
&;15068;2007.183;698.818;5785;2746;6537;1346;2440;2176;1989;3368;2393;1356
querer;3215;298.704;87.189;1014;806;1395;539;278;465;480;525;492;436
piso;1620;197.502;55.851;541;342;737;327;244;200;218;158;274;199
literal;653;90.578;70.637;180;152;321;194;32;68;20;174;123;42
cabeza;5732;538.457;330.910;1970;1345;2417;1511;585;678;946;613;790;609
mmm;937;74.742;51.780;328;231;378;185;217;123;87;137;117;71
fit;595;152.677;122.382;334;33;228;18;85;42;54;357;20;19
quiso;556;65.310;30.309;226;110;220;138;65;76;48;55;78;96
funciona;1333;192.563;40.902;600;229;504;162;261;150;230;159;183;188
mexico;16682;2943.035;5328.540;8212;2394;6076;164;322;575;396;14464;400;361
mmmm;794;71.898;44.222;288;184;322;138;175;87;110;144;101;39
minimo;1386;194.147;69.551;613;243;530;181;217;202;128;177;142;339
roberto;657;142.060;37.883;374;95;188;55;64;162;72;91;126;87
sensacion;1214;65.041;31.669;449;330;435;189;171;161;235;134;164;160
tremendo;1781;347.773;150.253;923;230;628;403;465;169;183;52;166;343
mc;702;129.800;111.437;198;126;378;349;50;74;70;30;42;87
bolivariano;568;230.079;190.084;77;37;454;0;4;6;5;1;41;511
followers;4681;840.216;219.005;1844;615;2222;401;550;693;1016;445;822;754
colonia;794;132.937;143.365;320;113;361;37;154;26;47;423;34;73
blanco;2280;316.000;65.237;920;396;964;349;349;317;373;240;240;412
magdalena;930;180.311;208.814;422;102;406;12;34;136;33;112;593;10
dedo;872;119.069;21.228;334;156;382;149;153;105;98;111;129;127
. ..;1368;175.616;86.971;385;327;656;186;199;359;183;163;65;213
tweet;2772;771.885;411.481;801;221;1750;354;304;164;1316;191;186;257
seas;1962;199.316;79.822;685;441;836;373;158;248;226;306;380;271
dejando;802;98.277;19.086;329;154;319;86;127;139;98;131;106;115
chef;777;75.974;53.448;341;191;245;59;176;102;150;169;52;69
calles;1902;267.288;91.773;815;327;760;119;336;238;252;261;278;418
importancia;902;122.712;26.879;369;159;374;80;112;148;151;117;145;149
popular;1723;168.826;128.073;769;486;468;128;178;169;337;275;153;483
#4x4;565;320.150;210.905;6;1;558;1;1;0;2;1;1;559
way;1052;104.844;69.154;447;239;366;85;114;159;153;195;273;73
cumplen;513;71.505;29.176;242;99;172;62;55;95;66;48;57;130
cojones;690;103.146;195.653;303;112;275;5;21;21;539;4;25;75
algo;23268;2723.196;372.515;9060;4626;9582;4052;3133;3119;3307;3379;3415;2863
vienes;899;117.823;74.312;320;173;406;30;88;115;264;171;139;92
pre;756;92.081;45.720;319;147;290;181;154;62;72;100;118;69
barba;719;117.585;24.811;322;105;292;131;97;87;97;142;93;72
pie;2012;238.764;51.159;699;419;894;282;264;258;319;236;265;388
verla;1352;137.588;48.175;556;295;501;180;191;178;190;207;284;122
next;564;83.648;36.299;265;99;200;27;77;88;125;86;119;42
contrato;558;111.081;16.378;279;63;216;55;87;92;84;64;102;74
#alboranenlax;752;434.167;284.229;0;0;752;0;0;0;0;0;0;752
impuestos;614;151.767;28.552;368;68;178;58;89;138;109;83;80;57
have;2898;489.538;203.519;1452;473;973;222;321;351;441;845;416;302
debo;2615;154.966;155.180;930;696;989;267;553;352;186;386;605;266
recien;3628;360.314;524.648;1315;808;1505;1390;841;90;192;107;909;99
intereses;534;98.000;26.158;276;80;178;42;65;110;69;78;58;112
marcas;644;86.731;25.833;273;115;256;57;102;113;121;102;93;56
whatsapp;3046;537.243;181.532;1169;418;1459;437;345;837;404;322;352;349
aguas;504;59.632;27.172;218;102;184;34;64;58;61;117;96;74
pasas;683;72.037;29.228;261;145;277;123;69;66;100;109;142;74
organizacion;653;105.292;51.100;303;100;250;54;59;131;113;48;64;184
importantes;1063;143.389;24.518;454;190;419;126;120;194;154;161;149;159
airport;597;88.097;39.326;300;159;138;17;77;99;72;132;128;72
dudo;565;58.586;17.066;245;128;192;109;80;68;100;69;66;73
magia;1558;197.095;142.383;537;314;707;200;158;537;223;141;130;169
bonito;5206;379.538;433.409;1712;1368;2126;167;435;828;959;1431;983;403
mano;5729;803.025;281.238;2247;993;2489;932;482;1096;732;576;666;1245
principe;798;91.148;49.112;272;172;354;48;110;85;146;109;97;203
pelotudo;822;133.563;274.475;301;129;392;739;40;11;5;0;26;1
antofagasta;1234;421.609;457.598;898;179;157;6;1214;2;3;1;8;0
#contigomismo;788;454.952;297.836;788;0;0;0;0;0;788;0;0;0
oracion;670;102.627;77.588;288;105;277;43;31;184;13;94;89;216
cura;746;68.237;14.842;276;171;299;117;127;82;106;95;114;105
baile;1316;154.069;64.426;444;282;590;313;172;157;153;160;235;126
emociones;708;87.401;32.085;254;141;313;57;76;120;152;120;99;84
segura;1052;102.417;56.976;340;254;458;142;117;111;102;120;210;250
respecto;789;131.571;35.108;392;129;268;83;182;83;108;94;106;133
turismo;782;141.001;56.785;386;108;288;69;47;146;182;51;171;116
world;2090;245.732;144.725;901;424;765;141;323;284;285;579;323;155
ganamos;1289;199.565;75.585;620;222;447;248;140;221;85;97;226;272
riesgo;765;133.727;36.646;384;117;264;61;139;119;157;84;73;132
senti;836;80.133;48.853;284;196;356;162;165;112;32;135;150;80
visto;6267;682.270;265.416;2723;1367;2177;839;725;888;1467;671;897;780
tiene;29735;3536.567;838.487;12353;5856;11526;4758;3477;4579;4389;2776;4508;5248
micro;923;111.590;173.892;378;179;366;115;510;16;68;40;151;23
mientras;7312;916.376;117.136;3129;1398;2785;952;923;1067;963;1114;1032;1261
raza;558;138.481;58.582;338;67;153;48;42;63;51;204;103;47
buenisimo;1011;67.224;59.279;367;260;384;175;266;106;129;123;95;117
lider;1401;281.005;107.712;749;187;465;57;290;202;207;112;156;377
traigo;501;57.654;79.353;177;105;219;39;38;45;47;250;58;24
#fun;594;101.828;73.233;285;86;223;21;70;13;80;133;224;53
arroz;1107;125.284;52.477;453;225;429;96;148;167;225;84;196;191
robar;742;125.544;43.447;360;112;270;123;98;111;57;75;87;191
vzla;1367;341.468;476.162;426;130;811;7;23;21;21;5;15;1275
faltaba;728;65.378;33.176;301;172;255;164;90;109;125;62;81;97
juro;1901;256.461;208.329;442;534;925;726;179;133;170;298;243;152
fisica;838;154.643;61.967;287;121;430;248;61;98;125;80;91;135
pareja;1784;205.081;47.207;668;363;753;175;242;253;313;223;296;282
solo;45560;5499.839;1237.000;17990;8850;18720;4548;5245;7610;6189;6830;7378;7760
hacerme;1142;131.645;69.312;325;286;531;284;98;162;204;138;179;77
seguira;551;88.512;33.115;273;96;182;37;48;79;90;65;96;136
forma;5384;744.495;102.291;2223;935;2226;638;646;822;897;750;758;873
decir;10339;1164.626;223.850;4149;2102;4088;1749;1177;1455;1570;1177;1558;1653
disponibles;500;159.939;50.451;111;42;347;10;75;165;64;70;24;92
iphone;1820;291.661;110.404;909;327;584;130;426;150;274;345;314;181
sport;521;144.956;62.716;297;14;210;42;79;20;25;205;69;81
@radioprovbsas;636;367.195;240.385;0;636;0;636;0;0;0;0;0;0
linda;6735;563.731;701.674;2064;1794;2877;2247;1340;1087;96;570;922;473
beautiful;835;59.969;41.971;298;211;326;38;98;137;156;114;160;132
llora;870;82.237;41.238;312;199;359;176;88;164;86;82;160;114
muchachos;1080;205.385;87.172;522;129;429;247;99;251;23;104;135;221
puro;2915;340.618;141.713;1223;584;1108;297;707;361;368;381;315;486
enferma;849;115.061;71.229;178;265;406;266;138;101;43;103;125;73
#thevoicechile;694;221.324;256.179;483;67;144;0;680;1;0;0;13;0
peores;869;83.722;21.583;339;193;337;136;87;146;102;140;131;127
favoritas;793;90.633;53.422;270;171;352;28;101;106;96;181;181;100
@unoticias;805;156.721;295.913;337;89;379;1;2;0;12;0;4;786
\;1783;299.126;122.379;640;275;868;111;366;154;115;358;307;372
lista;5628;792.182;270.620;2403;965;2260;442;915;781;850;1284;553;803
examen;1924;200.430;176.371;581;478;865;129;307;79;521;385;413;90
pepe;580;90.473;27.040;278;98;204;70;103;55;123;102;76;51
verdadera;1076;139.156;65.921;437;198;441;85;125;211;129;121;129;276
casas;798;117.554;43.715;309;133;356;68;120;154;86;91;89;190
camarada;1061;103.761;376.818;274;316;471;4;7;19;1;9;15;1006
tuviera;538;66.583;11.349;196;106;236;84;69;92;76;85;74;58
hacerlo;2262;322.819;64.071;858;392;1012;233;271;402;368;275;334;379
empleo;755;206.807;90.054;485;91;179;42;35;148;293;76;63;98
ecuador;682;145.260;56.962;301;60;321;134;75;159;34;18;106;156
dejaste;520;58.141;27.687;178;113;229;118;67;85;26;77;64;83
comienza;2688;425.501;158.097;1126;405;1157;210;469;389;475;258;242;645
penas;613;33.946;30.215;198;174;241;65;123;118;87;110;64;46
master;758;93.276;46.853;309;145;304;65;182;73;155;72;82;129
#valdiviacl;739;246.662;277.995;56;158;525;3;736;0;0;0;0;0
america;2874;603.530;169.779;1558;351;965;355;435;440;80;643;468;453
siendo;3863;411.895;95.004;1551;813;1499;453;410;662;654;586;533;565
primos;508;52.548;9.235;188;110;210;65;66;63;70;74;86;84
leche;1870;185.052;100.426;665;421;784;365;338;146;260;135;244;382
cusco;870;91.831;275.716;281;203;386;3;59;2;1;52;747;6
infancia;805;64.933;19.253;324;197;284;105;130;119;132;103;134;82
hermana;3120;245.000;167.448;935;865;1320;785;335;341;337;336;521;465
hiciste;1445;135.493;105.057;495;340;610;392;131;174;79;244;273;152
#sabadodeganarseguidores;778;276.849;145.737;578;78;122;122;45;98;10;21;53;429
tanto;15208;1226.848;299.421;5122;3817;6269;2802;1942;2189;2077;1999;2238;1961
eterna;632;65.737;38.806;222;140;270;100;85;149;49;59;58;132
friend;604;49.903;29.335;225;144;235;48;73;72;77;134;117;83
publica;2064;333.945;98.021;943;310;811;226;280;284;428;198;215;433
acaban;965;119.985;42.168;404;184;377;93;123;103;221;142;153;130
17;2362;336.390;67.695;974;399;989;358;331;266;426;290;269;422
provoca;587;67.678;74.129;227;118;242;35;42;95;38;66;66;245
laura;804;112.040;48.368;324;139;341;68;86;191;160;120;120;59
vicente;614;111.859;49.979;311;88;215;80;160;55;124;55;17;123
disenyo;1772;357.122;101.557;558;251;963;93;245;219;335;406;190;284
mire;616;66.973;35.712;244;128;244;96;78;165;70;63;65;79
iguales;738;78.848;20.824;294;155;289;140;84;110;107;99;79;119
jajajajajajajaja;1867;222.424;100.990;486;502;879;374;109;195;311;353;334;191
#chile;4299;482.565;1391.031;1933;970;1396;76;3763;76;9;24;265;86
preguntas;1350;150.243;37.817;483;286;581;182;131;198;250;194;223;172
p;3618;476.588;161.172;1406;662;1550;424;321;706;369;553;505;740
papi;1055;75.395;64.675;335;286;434;93;129;179;87;104;207;256
#like4like;651;172.200;123.096;258;28;365;3;218;11;100;0;13;306
caminar;1436;136.552;60.485;556;321;559;282;227;205;99;198;258;167
garza;991;97.572;368.392;274;443;274;0;3;1;2;977;4;4
may;542;138.529;56.323;127;77;338;21;42;77;92;80;191;39
vos;9589;1001.687;3027.483;2851;2413;4325;8231;199;419;96;114;231;299
